"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)"
2,208229585E2;5,201191110E1;5,095078614E0;3,973137040E0;4,752916336E0;2,614356689E2;4,721974850E0;3,174943686E0
2,218229845E2;5,201190288E1;5,095007229E0;3,766240876E0;4,642435551E0;2,599023438E2;4,823594570E0;3,210630655E0
2,228229715E2;5,201189508E1;5,094943465E0;4,003560644E0;4,775958538E0;2,608075256E2;4,823039055E0;3,271424532E0
2,238230165E2;5,201188755E1;5,094877205E0;4,200759589E0;4,505515575E0;2,610446777E2;4,822484016E0;3,310621977E0
2,248230085E2;5,201187786E1;5,094806172E0;4,082796487E0;4,611852646E0;2,607231140E2;4,821930885E0;3,263520956E0
2,258230365E2;5,201186826E1;5,094734485E0;4,101459556E0;4,938588142E0;2,641380005E2;4,720052719E0;3,130074978E0
2,268230475E2;5,201186445E1;5,094660110E0;4,372774890E0;4,879339218E0;2,645510559E2;4,976486206E0;3,154410124E0
2,278230805E2;5,201186231E1;5,094584321E0;4,025630807E0;4,949866295E0;2,642033691E2;5,207455158E0;3,111612797E0
2,288232435E2;5,201185717E1;5,094509003E0;4,000158786E0;4,832365990E0;2,619138489E2;5,457783699E0;3,157931328E0
2,298231155E2;5,201185763E1;5,094431695E0;3,875962640E0;4,897110462E0;2,635712585E2;5,112374306E0;3,257956505E0
2,308231385E2;5,201185492E1;5,094357807E0;3,940931717E0;4,702539444E0;2,665224609E2;5,112176895E0;3,275407791E0
2,318231595E2;5,201185623E1;5,094286473E0;3,973393826E0;4,759834290E0;2,693969727E2;4,818051338E0;3,273490906E0
2,328231705E2;5,201185528E1;5,094210043E0;3,742758441E0;4,900922298E0;2,693737793E2;4,817499161E0;3,272741556E0
2,338231795E2;5,201185508E1;5,094136847E0;3,201595291E0;5,172640800E0;2,721203613E2;4,816944122E0;3,172325611E0
2,348232115E2;5,201185652E1;5,094060647E0;3,346233846E0;5,138174057E0;2,718947754E2;5,119202614E0;3,148133516E0
2,358232115E2;5,201185644E1;5,093982765E0;3,686208697E0;5,109466076E0;2,692616577E2;4,815836906E0;3,131974936E0
2,368232515E2;5,201185313E1;5,093907478E0;3,816719098E0;5,166106701E0;2,693938904E2;5,118116379E0;3,104908943E0
2,378232435E2;5,201185268E1;5,093830175E0;3,625350749E0;5,178716660E0;2,686031799E2;4,814732552E0;3,153496742E0
2,388233915E2;5,201185334E1;5,093755733E0;3,583562231E0;5,149686337E0;2,719760437E2;5,117030144E0;3,000000000E0
2,398232825E2;5,201185160E1;5,093683364E0;3,899070003E0;5,157432556E0;2,699771729E2;5,116490841E0;3,000000000E0
2,408233285E2;5,201184706E1;5,093604679E0;4,075588070E0;4,919028282E0;2,658141785E2;5,115948677E0;3,000000000E0
2,418233305E2;5,201184023E1;5,093531871E0;3,744263235E0;4,756494522E0;2,657808838E2;4,766300678E0;3,000000000E0
2,428234665E2;5,201183650E1;5,093471256E0;3,902241579E0;4,189172268E0;2,667987976E2;5,109807968E0;3,000000000E0
2,438233495E2;5,201183619E1;5,093420957E0;3,832735697E0;3,874745846E0;2,677851868E2;5,109611034E0;3,000000000E0
2,448233705E2;5,201183903E1;5,093380675E0;3,346909828E0;3,414250135E0;2,694610901E2;4,977769375E0;3,214912891E0
2,458234155E2;5,201184803E1;5,093366411E0;3,098963444E0;2,273081303E0;2,717742310E2;5,525333405E0;3,486879826E0
2,468234145E2;5,201186418E1;5,093372792E0;2,806172745E0;1,991662145E0;2,756775208E2;5,431191444E0;3,638711452E0
2,478234585E2;5,201189090E1;5,093387740E0;2,537686721E0;1,730624199E0;2,953136292E2;5,767037868E0;3,811512947E0
2,488234525E2;5,201192193E1;5,093387790E0;1,594511053E0;1,861178637E0;3,326616821E2;5,950491905E0;3,833262682E0
2,498234665E2;5,201195376E1;5,093378652E0;2,085576045E0;2,223378420E0;3,269136963E2;5,822568417E0;3,989242792E0
2,508234755E2;5,201199486E1;5,093340566E0;2,512836423E0;2,374506950E0;3,268408203E2;5,282487392E0;3,845435858E0
2,518234925E2;5,201203793E1;5,093276544E0;2,459044434E0;2,602461100E0;3,148348389E2;6,180428982E0;3,923815489E0
2,528235035E2;5,201206708E1;5,093210896E0;2,470640862E0;2,979755402E0;2,913729858E2;1,205284119E1;4,130275726E0
2,538235145E2;5,201209594E1;5,093162066E0;2,750449480E0;3,260617971E0;2,936298218E2;1,011951542E1;4,476906300E0
2,548236135E2;5,201213473E1;5,093124007E0;2,037749645E0;2,903309584E0;3,186395569E2;5,677567005E0;4,688075542E0
2,558235945E2;5,201217336E1;5,093112675E0;1,674170704E0;3,302101374E0;3,353934937E2;5,273094654E0;4,559049606E0
2,568235825E2;5,201220706E1;5,093092540E0;2,244341419E0;3,662013054E0;3,385303955E2;5,616271019E0;4,515038967E0
2,578236325E2;5,201225073E1;5,093074151E0;2,394673848E0;3,681732655E0;3,485652161E2;5,755640984E0;4,467471123E0
2,588236205E2;5,201229668E1;5,093063066E0;3,060735039E0;3,883074522E0;3,500663452E2;5,426589012E0;4,328805923E0
2,598237365E2;5,201233887E1;5,093056138E0;3,013058594E0;3,368241072E0;3,536275940E2;5,163004398E0;4,178036690E0
2,608236405E2;5,201236133E1;5,093063554E0;1,733866848E0;1,696815014E0;3,521837463E2;5,194192886E0;4,051414490E0
2,618236585E2;5,201237151E1;5,093075592E0;1,667223506E0;1,438676834E0;3,543098755E2;5,473994732E0;4,048620701E0
2,628236785E2;5,201237686E1;5,093096290E0;2,235629525E0;6,285963655E-1;3,543098755E2;8,402851105E0;3,913168907E0
2,638236915E2;5,201237955E1;5,093101629E0;2,806005040E0;4,807601273E-1;3,543098755E2;4,972781181E0;3,840719461E0
2,648237205E2;5,201238169E1;5,093112213E0;2,766007669E0;4,077110887E-1;3,543098755E2;4,972871304E0;3,829613686E0
2,658238195E2;5,201238058E1;5,093115266E0;3,647459101E0;0,000000000E0;3,543098755E2;4,454268456E0;3,518304586E0
2,668237815E2;5,201238058E1;5,093115266E0;3,284370497E0;0,000000000E0;3,543098755E2;4,613107681E0;3,308797121E0
2,678237715E2;5,201238058E1;5,093115266E0;3,146883171E0;0,000000000E0;3,543098755E2;4,612999439E0;3,184519053E0
2,688237775E2;5,201238058E1;5,093115266E0;3,122294734E0;0,000000000E0;3,543098755E2;6,376520157E0;3,084654570E0
2,698238055E2;5,201238058E1;5,093115266E0;3,099137364E0;0,000000000E0;3,543098755E2;6,470674515E0;3,006065130E0
2,708238185E2;5,201238058E1;5,093115266E0;3,098176681E0;0,000000000E0;3,543098755E2;6,470255852E0;3,000000000E0
